dataset,config,epsilon,split,target,fingerprint,binning,n_bins,structure,cliques,edges,access,arm,auc,tpr_at_fpr_0.01,n_tree,edge_mae_vs_target,tree_recall,aux_set,gl_recall
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,recovered,black-box,gl,0.5590752113721387,0.0072296124927703,0,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,recovered,black-box,all_cc,0.5875346436344306,0.0115673799884326,0,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,recovered,black-box,star_cc,0.5875346436344306,0.0115673799884326,0,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,recovered,black-box,1way_cc,0.5896448546889679,0.0133024869866975,0,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,recovered,black-box,gl_cc,0.578803611964549,0.0069404279930595,0,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,all,0.5761364282203953,0.0069404279930595,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,star,0.5906227329105334,0.0095430884904569,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,1way,0.6875720871765898,0.0494505494505494,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,gl,0.5797012540243449,0.0086755349913244,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,tree,0.55713951396945,0.0135916714864083,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,all_cc,0.5998605896689255,0.0115673799884326,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,star_cc,0.6320225864795381,0.0101214574898785,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,1way_cc,0.7021098767371965,0.0604395604395604,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,gl_cc,0.614712637529796,0.009253903990746,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,aux,black-box,tree_cc,0.5701905943159367,0.0121457489878542,977,0.0102721798943695,0.9979529170931424,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,all,0.5524553937088164,0.0052053209947946,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,star,0.5646061574567811,0.0075187969924812,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,1way,0.5829307595355664,0.0144592249855407,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,gl,0.5590752113721387,0.0072296124927703,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,tree,0.5397008528435362,0.0083863504916136,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,all_cc,0.5679917891661123,0.0089647194910352,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,star_cc,0.5875346436344306,0.0115673799884326,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,1way_cc,0.5896448546889679,0.0133024869866975,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,gl_cc,0.578803611964549,0.0069404279930595,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,recovered,recovered,black-box,tree_cc,0.5500285841326304,0.0109890109890109,977,0.0540505293231068,0.9969293756397134,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,all,0.5812919359314248,0.0104106419895893,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,star,0.5906227329105334,0.0095430884904569,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,1way,0.6875720871765898,0.0494505494505494,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,gl,0.5797012540243449,0.0086755349913244,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,tree,0.5683000297542433,0.018796992481203,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,all_cc,0.6212879909868045,0.0106998264893001,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,star_cc,0.6320225864795381,0.0101214574898785,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,1way_cc,0.7021098767371965,0.0604395604395604,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,gl_cc,0.614712637529796,0.009253903990746,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,aux,black-box,tree_cc,0.594682348378728,0.0127241179872758,977,0.0102721798943695,0.0992835209825998,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,all,0.5579652778009943,0.0063620589936379,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,star,0.5646061574567811,0.0075187969924812,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,1way,0.5829307595355664,0.0144592249855407,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,gl,0.5590752113721387,0.0072296124927703,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,tree,0.5474489915317418,0.0150375939849624,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,all_cc,0.5846755617367116,0.0086755349913244,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,star_cc,0.5875346436344306,0.0115673799884326,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,1way_cc,0.5896448546889679,0.0133024869866975,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,gl_cc,0.578803611964549,0.0069404279930595,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,aux,recovered,black-box,tree_cc,0.5678102548501088,0.0109890109890109,977,0.0540505293231068,0.1023541453428864,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,known,white-box,all,0.5939455129598118,0.0098322729901677,0,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,known,white-box,star,0.5939455129598118,0.0098322729901677,0,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,known,white-box,1way,0.7117706449315819,0.05320994794679,0,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,known,white-box,gl,0.5820458215347172,0.007807981492192,0,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,known,white-box,all_cc,0.6397643731382703,0.0101214574898785,0,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,known,white-box,star_cc,0.6397643731382703,0.0101214574898785,0,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,known,white-box,1way_cc,0.7251700839470843,0.0864661654135338,0,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,public,known,white-box,gl_cc,0.6202813614739383,0.0098322729901677,0,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,all,0.5835001019667889,0.0060728744939271,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,star,0.5939455129598118,0.0098322729901677,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,1way,0.7117706449315819,0.05320994794679,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,gl,0.5820458215347172,0.007807981492192,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,tree,0.5647910349461917,0.0083863504916136,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,all_cc,0.6095654877522843,0.0089647194910352,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,star_cc,0.6397643731382703,0.0101214574898785,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,1way_cc,0.7251700839470843,0.0864661654135338,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,gl_cc,0.6202813614739383,0.0098322729901677,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,known,white-box,tree_cc,0.5790670540290255,0.0127241179872758,977,0.0,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,all,0.5524119324545245,0.0052053209947946,977,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,star,0.5646061574567811,0.0075187969924812,977,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,1way,0.5829307595355664,0.0144592249855407,977,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,gl,0.5590752113721387,0.0072296124927703,977,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,tree,0.5396456904823196,0.0086755349913244,977,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,all_cc,0.5679299404580817,0.0089647194910352,977,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,star_cc,0.5875346436344306,0.0115673799884326,977,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,1way_cc,0.5896448546889679,0.0133024869866975,977,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,gl_cc,0.578803611964549,0.0069404279930595,977,0.0540505293231068,,,
COMBINED,quantile16/tree_label,10.0,3,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,quantile,16,tree_label,true,recovered,white-box,tree_cc,0.5499383184506398,0.0109890109890109,977,0.0540505293231068,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,aux,black-box,all,0.5120287763721969,0.0068886337543053,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,aux,black-box,star,0.5120287763721969,0.0068886337543053,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,aux,black-box,1way,0.4999842003812975,0.0229621125143513,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,aux,black-box,gl,0.5234308345358598,0.0091848450057405,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,aux,black-box,all_cc,0.5099168940056247,0.026406429391504,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,aux,black-box,star_cc,0.5099168940056247,0.026406429391504,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,aux,black-box,1way_cc,0.4979881818852105,0.0218140068886337,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,aux,black-box,gl_cc,0.5285499109954814,0.0287026406429391,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,recovered,black-box,all,0.5352278831670862,0.0034443168771526,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,recovered,black-box,star,0.5352278831670862,0.0034443168771526,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,recovered,black-box,1way,0.513224280854022,0.0241102181400688,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,recovered,black-box,gl,0.5598489556452038,0.0045924225028702,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,recovered,black-box,all_cc,0.545218508726656,0.0149253731343283,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,recovered,black-box,star_cc,0.545218508726656,0.0149253731343283,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,recovered,black-box,1way_cc,0.5197916556947093,0.0172215843857634,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,public,recovered,black-box,gl_cc,0.5718250666217255,0.0206659012629161,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,aux,black-box,all,0.5120287763721969,0.0068886337543053,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,aux,black-box,star,0.5120287763721969,0.0068886337543053,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,aux,black-box,1way,0.4999842003812975,0.0229621125143513,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,aux,black-box,gl,0.5234308345358598,0.0091848450057405,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,aux,black-box,all_cc,0.5099168940056247,0.026406429391504,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,aux,black-box,star_cc,0.5099168940056247,0.026406429391504,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,aux,black-box,1way_cc,0.4979881818852105,0.0218140068886337,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,aux,black-box,gl_cc,0.5285499109954814,0.0287026406429391,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,recovered,black-box,all,0.5352278831670862,0.0034443168771526,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,recovered,black-box,star,0.5352278831670862,0.0034443168771526,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,recovered,black-box,1way,0.513224280854022,0.0241102181400688,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,recovered,black-box,gl,0.5598489556452038,0.0045924225028702,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,recovered,black-box,all_cc,0.545218508726656,0.0149253731343283,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,recovered,black-box,star_cc,0.545218508726656,0.0149253731343283,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,recovered,black-box,1way_cc,0.5197916556947093,0.0172215843857634,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,recovered,recovered,black-box,gl_cc,0.5718250666217255,0.0206659012629161,0,0.1518882783941315,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,aux,aux,black-box,all,0.5120287763721969,0.0068886337543053,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,aux,aux,black-box,star,0.5120287763721969,0.0068886337543053,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,aux,aux,black-box,1way,0.4999842003812975,0.0229621125143513,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,aux,aux,black-box,gl,0.5234308345358598,0.0091848450057405,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,aux,aux,black-box,all_cc,0.5099168940056247,0.026406429391504,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,aux,aux,black-box,star_cc,0.5099168940056247,0.026406429391504,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,aux,aux,black-box,1way_cc,0.4979881818852105,0.0218140068886337,0,0.4751055201270978,,,
BRCA,dp_quantile32/star,10.0,3,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32",2051ff5c11f6163b,dp_quantile,32,hierarchical,aux,aux,black-box,gl_cc,0.5285499109954814,0.0287026406429391,0,0.4751055201270978,,,
