run_id,timestamp,dataset,experiment,attack,variant,generator,split,auc,aupr,tpr_at_fpr_0.01,tpr_at_fpr_0.1,precision_at_5pct,n,n_members,tag,notes
BRCA__mahalamia__mvn__s3__5b5a45d3,2026-09-20T18:33:21+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,mvn,3,0.8431729847586344,0.9375862369551289,0.0677382319173364,0.38002296211251435,0.9636363636363636,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s4__5b5a45d3,2026-09-20T18:33:22+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,mvn,4,0.8855580951979692,0.9565043440171724,0.14006888633754305,0.5200918484500574,0.9818181818181818,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s5__5b5a45d3,2026-09-20T18:33:22+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,mvn,5,0.8893216505305881,0.959828761700738,0.16399082568807338,0.5321100917431193,1.0,1089,872,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__cvae__s5__2e668480,2026-09-20T18:33:22+00:00,COMBINED,mahala_geometry_combined,mahalamia,pinv,cvae,5,0.5764340609039221,0.8505988942473117,0.07632263660017347,0.17982075744434808,0.9723502304147466,4323,3459,aux,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s1__5b5a45d3,2026-09-20T18:33:22+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,cvae,1,0.8185835115179221,0.9484013827331119,0.27210103329506313,0.5763490241102182,1.0,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s2__5b5a45d3,2026-09-20T18:33:23+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,cvae,2,0.8201792730068781,0.9502342145209008,0.35246842709529275,0.5958668197474167,1.0,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s3__5b5a45d3,2026-09-20T18:33:23+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,cvae,3,0.7909394453280528,0.9382111239857558,0.2468427095292767,0.4695752009184845,1.0,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s4__5b5a45d3,2026-09-20T18:33:23+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,cvae,4,0.7980282075859235,0.9424085591590976,0.2675086107921929,0.5568312284730195,1.0,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s1__2e668480,2026-09-20T18:33:23+00:00,COMBINED,mahala_geometry_combined,mahalamia,pinv,nd,1,0.7689215256906161,0.9310364224629116,0.19288606130711394,0.46385193753614806,1.0,4323,3458,aux,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s5__5b5a45d3,2026-09-20T18:33:23+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,cvae,5,0.8100452373906057,0.9475643879378624,0.27522935779816515,0.5642201834862385,1.0,1089,872,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s1__5b5a45d3,2026-09-20T18:33:24+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,nd,1,0.7557747606357766,0.915544418799928,0.09644087256027555,0.3283582089552239,1.0,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s2__5b5a45d3,2026-09-20T18:33:24+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,nd,2,0.7479539493780216,0.9193641963988051,0.17336394948335246,0.3340987370838117,1.0,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s3__5b5a45d3,2026-09-20T18:33:24+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,nd,3,0.6894163620851284,0.8904052460262495,0.08495981630309989,0.24913892078071181,0.9818181818181818,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s2__2e668480,2026-09-20T18:33:24+00:00,COMBINED,mahala_geometry_combined,mahalamia,pinv,nd,2,0.7751949905889668,0.9334107003164609,0.22845575477154426,0.4699248120300752,1.0,4323,3458,aux,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s4__5b5a45d3,2026-09-20T18:33:24+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,nd,4,0.7243124532594613,0.9070279742129055,0.1113662456946039,0.3157290470723307,1.0,1089,871,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s5__5b5a45d3,2026-09-20T18:33:25+00:00,BRCA,mahala_geometry_brca,mahalamia,ledoit,nd,5,0.7352819938274215,0.9140653114194179,0.14793577981651376,0.3256880733944954,1.0,1089,872,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s3__2e668480,2026-09-20T18:33:25+00:00,COMBINED,mahala_geometry_combined,mahalamia,pinv,nd,3,0.7776903352199975,0.9338622012711383,0.19866975130133024,0.4757085020242915,0.9953917050691244,4323,3458,aux,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s4__2e668480,2026-09-20T18:33:26+00:00,COMBINED,mahala_geometry_combined,mahalamia,pinv,nd,4,0.7639594910753482,0.9291162793740102,0.16681121711477306,0.45533391153512576,0.9953917050691244,4323,3459,aux,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s1__50c4329a,2026-09-20T18:33:27+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,mvn,1,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s2__50c4329a,2026-09-20T18:33:27+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,mvn,2,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s3__50c4329a,2026-09-20T18:33:27+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,mvn,3,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s5__2e668480,2026-09-20T18:33:27+00:00,COMBINED,mahala_geometry_combined,mahalamia,pinv,nd,5,0.7629750757551422,0.9289634636764499,0.19456490315119976,0.4313385371494652,1.0,4323,3459,aux,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s4__50c4329a,2026-09-20T18:33:28+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,mvn,4,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s5__50c4329a,2026-09-20T18:33:28+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,mvn,5,1.0,1.0,1.0,1.0,1.0,1089,872,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s1__50c4329a,2026-09-20T18:33:28+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,cvae,1,0.9983831723527739,0.9995909027647892,0.9667049368541906,0.9988518943742825,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s2__50c4329a,2026-09-20T18:33:29+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,cvae,2,0.99773538798597,0.9994303680061466,0.9402985074626866,0.9988518943742825,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s3__50c4329a,2026-09-20T18:33:29+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,cvae,3,0.9921739222026775,0.9981099688786459,0.9024110218140069,0.9827784156142365,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s4__50c4329a,2026-09-20T18:33:29+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,cvae,4,0.9951284509000515,0.9987781051074841,0.8966704936854191,0.9931113662456946,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s5__50c4329a,2026-09-20T18:33:30+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,cvae,5,0.9977909778886399,0.9994950116282773,0.9793577981651376,0.9965596330275229,1.0,1089,872,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s1__50c4329a,2026-09-20T18:33:30+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,nd,1,0.8480813996355554,0.9526361481865773,0.22732491389207807,0.56601607347876,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s2__50c4329a,2026-09-20T18:33:30+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,nd,2,0.84678056436238,0.9551371637323554,0.2881745120551091,0.5487944890929966,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s3__50c4329a,2026-09-20T18:33:31+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,nd,3,0.7898229389397402,0.9329331374086853,0.19862227324913892,0.40987370838117104,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s4__50c4329a,2026-09-20T18:33:31+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,nd,4,0.8145809414466132,0.9421049088578903,0.2066590126291619,0.45120551090700345,1.0,1089,871,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s5__50c4329a,2026-09-20T18:33:31+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-8,nd,5,0.8289646133682831,0.9479559327022715,0.20527522935779816,0.536697247706422,1.0,1089,872,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__mvn__s1__5b5a45d3,2026-09-20T18:33:34+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,mvn,1,0.9470665324939739,0.984381206666771,0.5338345864661654,0.8701561596298438,0.9953917050691244,4323,3458,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s1__adb71d04,2026-09-20T18:33:34+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,mvn,1,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s2__adb71d04,2026-09-20T18:33:34+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,mvn,2,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__mvn__s2__5b5a45d3,2026-09-20T18:33:34+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,mvn,2,0.9484482660631124,0.9856718540401566,0.5659340659340659,0.873048004626952,1.0,4323,3458,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s3__adb71d04,2026-09-20T18:33:34+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,mvn,3,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s4__adb71d04,2026-09-20T18:33:35+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,mvn,4,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__mvn__s3__5b5a45d3,2026-09-20T18:33:35+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,mvn,3,0.9463922144177696,0.9842875442976424,0.5057836899942163,0.8556969346443031,0.9907834101382489,4323,3458,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s5__adb71d04,2026-09-20T18:33:35+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,mvn,5,1.0,1.0,1.0,1.0,1.0,1089,872,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s1__adb71d04,2026-09-20T18:33:35+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,cvae,1,0.9982883746405586,0.9995678396480614,0.9724454649827784,0.9988518943742825,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__mvn__s4__5b5a45d3,2026-09-20T18:33:35+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,mvn,4,0.9445605532534559,0.9841144621668395,0.47239086441167966,0.8649898814686325,1.0,4323,3459,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s2__adb71d04,2026-09-20T18:33:36+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,cvae,2,0.9965556831228473,0.9991442749832659,0.9334098737083811,0.9954075774971297,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s3__adb71d04,2026-09-20T18:33:36+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,cvae,3,0.9918473967494918,0.9980302606712518,0.9012629161882894,0.9827784156142365,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__mvn__s5__5b5a45d3,2026-09-20T18:33:36+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,mvn,5,0.9464761812983842,0.9858268238336247,0.5903440300664932,0.8667244868459092,1.0,4323,3459,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s4__adb71d04,2026-09-20T18:33:36+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,cvae,4,0.994175207238332,0.9985510489918938,0.8932261768082663,0.9908151549942594,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s5__adb71d04,2026-09-20T18:33:37+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,cvae,5,0.9972625036993193,0.9993736022195764,0.9782110091743119,0.9931192660550459,1.0,1089,872,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__cvae__s1__5b5a45d3,2026-09-20T18:33:37+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,cvae,1,0.8624966150369253,0.962794453473085,0.3340080971659919,0.6914401388085598,1.0,4323,3458,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s1__adb71d04,2026-09-20T18:33:37+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,nd,1,0.8480287342398801,0.9525991627704462,0.2261768082663605,0.56601607347876,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s2__adb71d04,2026-09-20T18:33:37+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,nd,2,0.8467647647436776,0.9551299494882075,0.2870264064293915,0.547646383467279,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__cvae__s2__5b5a45d3,2026-09-20T18:33:37+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,cvae,2,0.8463253509496282,0.958819344869194,0.34557547715442455,0.6648351648351648,1.0,4323,3458,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s3__adb71d04,2026-09-20T18:33:38+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,nd,3,0.7897018085296875,0.9328971541117539,0.1997703788748565,0.40987370838117104,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s4__adb71d04,2026-09-20T18:33:38+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,nd,4,0.8146072741444508,0.9421222363225787,0.2066590126291619,0.4500574052812859,1.0,1089,871,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__cvae__s3__5b5a45d3,2026-09-20T18:33:38+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,cvae,3,0.8113932006539248,0.9480942419634202,0.2926547137073453,0.5708502024291497,1.0,4323,3458,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s5__adb71d04,2026-09-20T18:33:38+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-6,nd,5,0.8289011964655646,0.9479373672372917,0.20527522935779816,0.5355504587155964,1.0,1089,872,aux_ridge1e-06,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__cvae__s4__5b5a45d3,2026-09-20T18:33:39+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,cvae,4,0.8520971191631064,0.9606412501833322,0.33015322347499276,0.6689794738363689,1.0,4323,3459,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__cvae__s5__5b5a45d3,2026-09-20T18:33:39+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,cvae,5,0.8177737491032518,0.9498926524249374,0.31280716970222605,0.5915004336513443,1.0,4323,3459,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s1__5b5a45d3,2026-09-20T18:33:40+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,nd,1,0.8199035828789405,0.9491933156251215,0.23944476576055523,0.5873337189126663,1.0,4323,3458,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s1__13c938da,2026-09-20T18:33:40+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,mvn,1,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s2__5b5a45d3,2026-09-20T18:33:41+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,nd,2,0.8209593570408904,0.9498205337403983,0.24754193175245806,0.5977443609022557,1.0,4323,3458,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s2__13c938da,2026-09-20T18:33:41+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,mvn,2,0.9999947334604325,0.9999986833651081,1.0,1.0,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s3__13c938da,2026-09-20T18:33:41+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,mvn,3,0.999968400762595,0.999992077446429,1.0,1.0,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s3__5b5a45d3,2026-09-20T18:33:41+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,nd,3,0.8284102876132081,0.9504044963789273,0.24812030075187969,0.5925390399074609,0.9907834101382489,4323,3458,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s4__13c938da,2026-09-20T18:33:41+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,mvn,4,1.0,1.0,1.0,1.0,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s5__13c938da,2026-09-20T18:33:42+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,mvn,5,0.9998150340337378,0.9999557468415888,0.9988532110091743,0.9988532110091743,1.0,1089,872,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s4__5b5a45d3,2026-09-20T18:33:42+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,nd,4,0.815942776760571,0.9490884398896506,0.32812951720150335,0.5868748193119399,0.9953917050691244,4323,3459,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s1__13c938da,2026-09-20T18:33:42+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,cvae,1,0.9766112977806801,0.9941226627193533,0.8335246842709529,0.9265212399540758,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s2__13c938da,2026-09-20T18:33:42+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,cvae,2,0.96751071740802,0.9919558046324982,0.7967853042479908,0.904707233065442,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__nd__s5__5b5a45d3,2026-09-20T18:33:42+00:00,COMBINED,mahala_geometry_combined,mahalamia,ledoit,nd,5,0.8154656264388123,0.9486429466714359,0.2830297773923099,0.588031222896791,1.0,4323,3459,aux_ledoit_wolf,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s3__13c938da,2026-09-20T18:33:43+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,cvae,3,0.9648827141638316,0.9912462203274875,0.7543053960964409,0.894374282433984,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s4__13c938da,2026-09-20T18:33:43+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,cvae,4,0.9667154699333256,0.9917368726891319,0.7439724454649828,0.9035591274397244,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__cvae__s5__13c938da,2026-09-20T18:33:43+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,cvae,5,0.9733173381812031,0.9937093854744394,0.8440366972477065,0.926605504587156,1.0,1089,872,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s1__13c938da,2026-09-20T18:33:44+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,nd,1,0.8429991889529066,0.9505083814068603,0.21010332950631458,0.513203214695752,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s2__13c938da,2026-09-20T18:33:44+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,nd,2,0.8426884631184234,0.9536652537636163,0.28243398392652125,0.5304247990815155,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s3__13c938da,2026-09-20T18:33:44+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,nd,3,0.7826183128113839,0.9300787551768428,0.182548794489093,0.38461538461538464,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s4__13c938da,2026-09-20T18:33:45+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,nd,4,0.8118265412528044,0.9410696579853641,0.2158438576349024,0.452353616532721,1.0,1089,871,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__nd__s5__13c938da,2026-09-20T18:33:45+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-4,nd,5,0.8246786876928931,0.9467965979610257,0.22591743119266056,0.5034403669724771,1.0,1089,872,aux_ridge0.0001,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__mvn__s1__50c4329a,2026-09-20T18:33:46+00:00,COMBINED,mahala_geometry_combined,mahalamia,ridge1.0e-8,mvn,1,0.8923832480266919,0.971855652595389,0.41555812608444187,0.7432041642567958,1.0,4323,3458,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s1__1092f206,2026-09-20T18:33:47+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-2,mvn,1,0.9633712173079556,0.9878814816884043,0.43742824339839265,0.9001148105625718,1.0,1089,871,aux_ridge0.01,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__mvn__s2__50c4329a,2026-09-20T18:33:47+00:00,COMBINED,mahala_geometry_combined,mahalamia,ridge1.0e-8,mvn,2,0.8883326591266962,0.9707409870620796,0.4997108155002892,0.738288027761712,1.0,4323,3458,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s2__1092f206,2026-09-20T18:33:47+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-2,mvn,2,0.9680479044439061,0.9896774310610907,0.47761194029850745,0.9161882893226176,1.0,1089,871,aux_ridge0.01,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s3__1092f206,2026-09-20T18:33:48+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-2,mvn,3,0.943790223195947,0.980359873736609,0.2261768082663605,0.7910447761194029,1.0,1089,871,aux_ridge0.01,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__mvn__s3__50c4329a,2026-09-20T18:33:48+00:00,COMBINED,mahala_geometry_combined,mahalamia,ridge1.0e-8,mvn,3,0.8868349174403326,0.9697211448893313,0.40196645459803354,0.7192018507807981,1.0,4323,3458,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s4__1092f206,2026-09-20T18:33:48+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-2,mvn,4,0.9569618386542937,0.9858436006087876,0.4018369690011481,0.8507462686567164,1.0,1089,871,aux_ridge0.01,MahalaMIA geometry: conditioning x projection x band x scaling x class
BRCA__mahalamia__mvn__s5__1092f206,2026-09-20T18:33:48+00:00,BRCA,mahala_geometry_brca,mahalamia,ridge1.0e-2,mvn,5,0.9630332304570246,0.9883301044609591,0.42660550458715596,0.8922018348623854,1.0,1089,872,aux_ridge0.01,MahalaMIA geometry: conditioning x projection x band x scaling x class
COMBINED__mahalamia__mvn__s4__50c4329a,2026-09-20T18:33:49+00:00,COMBINED,mahala_geometry_combined,mahalamia,ridge1.0e-8,mvn,4,0.8868819129913377,0.9700066353784025,0.3813240821046545,0.731425267418329,1.0,4323,3459,aux_ridge1e-08,MahalaMIA geometry: conditioning x projection x band x scaling x class
