dataset,target,binning,n_bins,epsilon,split,fingerprint,auc_ratio_shipped,auc_ratio_1_way_only,auc_log,auc_log_1_way_only,auc_log_2_way_only,auc_log_inverse_variance,auc_log_class_centred,auc_log_1_way_only_class_centred,auc_log_2_way_only_class_centred
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,3,82d4465501e3dd19,0.4999020450191731,0.4993213357983666,0.5027333785776135,0.5176008050361564,0.5022021483232314,0.5024324929709779,0.5040007756162305,0.5169341762587883,0.5026273999806097
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,4,58ad544ade6f6825,0.4957544998019124,0.5004272938014627,0.5045914843724905,0.4911626808219032,0.5050077361258338,0.5047788645829987,0.5051051069137944,0.4909829965843264,0.5062809177347338
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,5,623b816bdcb302d4,0.5041086457229129,0.49701864700780574,0.5023469371366163,0.5043328327604852,0.5022114210915165,0.5022766695576757,0.5092662860171533,0.5007401518315078,0.5101349271358667
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,2,523d38aa33d0bc3b,0.5212298197695217,0.5303232514367288,0.5166152375157547,0.5153113998870007,0.5156998766369013,0.5161388353052484,0.5233811518569657,0.5187725873153315,0.5248170448352986
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,3,4ba6b3f539373553,0.5111859239026869,0.5171916006111321,0.5040054560590003,0.5080319741104651,0.5049378671222298,0.5045741298555415,0.5115072028671055,0.5122667718651899,0.5105283216935179
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,1,513b2522b535a245,0.5179725659190216,0.5020988442649532,0.5133131851416001,0.5116262198403969,0.5138918884583625,0.5135742869846917,0.5235312603429427,0.5151826877108289,0.5252650300718448
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,5,7b0b0f2a611ceab9,0.5135121208227598,0.5008130962705983,0.5157861135202852,0.5087479789705867,0.5143931424196675,0.5154136953519,0.5278413532063431,0.5109051936440633,0.5272229985116659
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,4,135840f1d0257250,0.5020461249772467,0.49926051738352983,0.5111631760410309,0.5084083523390404,0.510542813701241,0.5108446296831668,0.5221182262053902,0.5072158111421627,0.5249225718201578
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,1,b03cfbeb7ecc6e4d,0.49196852715954453,0.49299023583564183,0.5196441925868189,0.5191228051696352,0.5201655800040026,0.5201023815291924,0.5444653935685019,0.515878616796048,0.5493948746036929
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,2,0148c1c2636aa667,0.5130873508252668,0.5030756591074268,0.4969822728278157,0.5072994238405714,0.4935221563319605,0.49543391019496724,0.4966557473746301,0.5104909468184835,0.49032010027491335
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,3,15a24fd9ccc2639e,0.507636482372892,0.5063198474810141,0.4924899145767282,0.49060975995112655,0.49405934336784674,0.49313243240396465,0.4823149601322954,0.48855580951979694,0.4854169519375599
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,4,9723e33a49653985,0.4912101454618228,0.5042711635892521,0.5034548499562878,0.5177061060259746,0.5024858066758655,0.5027438671146737,0.5069360326104131,0.5190332739969875,0.5023541431866778
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,5,0de7cdd8f9059bc2,0.49893248213757235,0.5007610028326217,0.5145806028833552,0.5379497315351118,0.5076417367775757,0.5109975478797615,0.5263814315308841,0.5400741977761806,0.5129476176383546
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,1,927bce46b97c7d7a,0.5490999483879122,0.5660055403996249,0.5344010364549868,0.547430455345011,0.5363022572388587,0.5350593539009258,0.5855233360368236,0.5717776677656179,0.5838749091521924
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,4,2f43b0ded6d65385,0.5372765670588483,0.5576317424872813,0.5269752156647952,0.5393410505693129,0.5279284593265149,0.5275861342546266,0.5643834462128314,0.5531973161714363,0.565531551838549
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,3,a099ccf7a59fc634,0.5160102802852358,0.4968295431803579,0.5185698185150465,0.5101907540631353,0.5230937760035391,0.5204868389176207,0.5459926900430803,0.5127871580699186,0.555272332761036
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,2,0d116bea03bc996e,0.5257428454059976,0.525490051506757,0.5172479170836011,0.5338796490378032,0.5207554324355639,0.5184223554071561,0.5468774686904223,0.5541084275166159,0.5572367520197179
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,5,5c7d78227c40c6b3,0.5193791485223862,0.5177514480192787,0.514036274468355,0.518834820107386,0.5188031116560268,0.51603919164588,0.5383196634676363,0.5163615609013655,0.5480805817443876
COMBINED,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,2,f579456316db4442,0.5083445608240253,0.5053413881524621,0.4980154922655683,0.5031432516373192,0.49772363322713187,0.4978359638536092,0.49264134101371704,0.5030673616009789,0.492305686403648
COMBINED,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,1,ec259eb0124796da,0.5129828796089824,0.5079691224504124,0.5038185726655455,0.5105520582247081,0.502531450903827,0.5032201446256815,0.508880805838518,0.515115489925347,0.5056847320613673
COMBINED,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,3,e145a1405d23fdca,0.501568951279934,0.4956368243864441,0.49748961108863754,0.4958290568573501,0.49754443913251334,0.49754978820996465,0.498717892998392,0.4991799195632478,0.49952961550162644
COMBINED,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,4,c6bf051cfaaab1a9,0.4978143436874284,0.499117974580536,0.5103902326726842,0.5079656665917146,0.509299412161511,0.5098853099268682,0.5111835870996755,0.5042240853168868,0.5095657597464478
COMBINED,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,5,821fb255de2725e0,0.4998005739188162,0.5005979436360327,0.5020785819065668,0.49624336138682773,0.5016546341802919,0.5018875210133522,0.503005779341064,0.4968001482980523,0.5027705502553725
COMBINED,pgm@binning=dp_quantile,dp_quantile,4,10.0,1,09045b90915f5506,0.5293948521815878,0.5539945907454273,0.5341702410762343,0.5574116482847848,0.5308227215437438,0.5319841399853569,0.538425766506083,0.5639104430707716,0.533876041816413
COMBINED,pgm@binning=dp_quantile,dp_quantile,4,10.0,3,6318a968fad1a655,0.5244743695610747,0.5479571538896151,0.5262536064483128,0.5529709110481852,0.5226857717882969,0.5238759415212108,0.5310015813210215,0.5569181958899025,0.5258253459348683
COMBINED,pgm@binning=dp_quantile,dp_quantile,4,10.0,4,548e73311a3928e8,0.5269114789116957,0.5492298004133072,0.5283620025055411,0.5554401159615817,0.5258303620185667,0.5267274447763751,0.5362145717559131,0.5661274801109292,0.5319623794074502
BRCA,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,2,7746f88ff96c44e0,0.49783018569818516,0.4952021824539968,0.4970718040004634,0.47677982704684063,0.49862543317287944,0.49786705147515775,0.49809351267656066,0.46961206669545713,0.5079103424304027
COMBINED,pgm@binning=dp_quantile,dp_quantile,4,10.0,5,acd367f15e7b3bb9,0.516210395854079,0.5439771315837374,0.5241446093390296,0.5479275079502747,0.5207470045934921,0.5219211423768377,0.5301253841294316,0.5529978156821175,0.5251588047284057
BRCA,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,3,545e0f10c68ba304,0.5031072583448319,0.5077997450994849,0.5002475273596729,0.5024331412801905,0.5005108543380486,0.5000842646330802,0.501553629172416,0.49921528560444073,0.5016431603450637
BRCA,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,4,c579145c7f4b1654,0.5063777794162567,0.5097957635955719,0.5084738621641264,0.5132874793288322,0.5074468869484616,0.5082790002001285,0.521908804600849,0.5206079693276736,0.5184855538819664
COMBINED,pgm@binning=dp_quantile,dp_quantile,4,10.0,2,af8d9559388da9bd,0.5247732492636661,0.548699004068642,0.5214110197681844,0.5543991147276818,0.5176860559580365,0.5188437969089019,0.5358217687393227,0.557907440901052,0.5314398713546873
BRCA,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,1,2c5630afb3aa897d,0.4878658928364529,0.48736030503797173,0.503539114589368,0.4872813069444591,0.5068307018190628,0.5053086718840518,0.505824792761668,0.48032947471534354,0.5119339786599817
BRCA,"pgm@binning=dp_quantile,epsilon=0.3",dp_quantile,4,0.3,5,f724888e87079fdb,0.5096287997294212,0.5133915359573837,0.4935948928254344,0.5124508519003932,0.4924639580602883,0.4927968967995603,0.46998795078848354,0.5103422398850039,0.46877774489493934
BRCA,pgm@binning=dp_quantile,dp_quantile,4,10.0,2,f3b16dba8fca74f1,0.530872454944754,0.5365655842172342,0.5537819020634303,0.5708665564204385,0.5398203056699564,0.546092754294863,0.5897839665469407,0.569144397981862,0.5817630267856202
BRCA,pgm@binning=dp_quantile,dp_quantile,4,10.0,1,d4adc04335536a3c,0.5186856823855317,0.531757233592096,0.552802325703873,0.5728151760604178,0.5416846606768556,0.5479939750787348,0.6062313696162799,0.5738632174343525,0.5924435690285341
BRCA,pgm@binning=dp_quantile,dp_quantile,4,10.0,3,f93c23e5457564f2,0.5642096504071036,0.553623905876405,0.5490736156900746,0.5745636671968317,0.5408630805043237,0.5445127924246096,0.6200086371248907,0.5764332887432984,0.6103814027954793
BRCA,pgm@binning=dp_quantile,dp_quantile,4,10.0,4,e234bb27337ec5cb,0.5341640421744488,0.5263274312979913,0.545455503007194,0.5662267350614605,0.5393094513319079,0.5421165169213916,0.5990267434879238,0.5693550595645624,0.5919116485322155
BRCA,pgm@binning=dp_quantile,dp_quantile,4,10.0,5,fedfd01b5be9f3fc,0.5451158415422992,0.5361529192914217,0.5490001268338054,0.5662548091151228,0.5430283684944828,0.546653701433222,0.6038187544920307,0.5664080666300257,0.6000401640383883
