architecture,knobs,dataset,epsilon,split,binning,n_bins,config,source,target,fingerprint,utility_ratio,corr_mae,wasserstein_mean,discriminator_auc,mahalamia_best,v2_blackbox,v2_blackbox_grid,v2_whitebox
Star (last year's winner),,COMBINED,1000.0,1,dp_quantile,32,dp_quantile32/star,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32",3c1cbc26f1617bb9,0.949512894261666,0.1268374205872816,0.0207239852732471,0.9998570290706036,0.5148299829163839,0.7968637690268356,0.817935791011544,0.8718762223477772
Star (last year's winner),,COMBINED,1000.0,2,dp_quantile,32,dp_quantile32/star,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32",9a8f07c0504c585a,0.9402822423566216,0.1267975928753264,0.0206485151220563,0.9999232454463266,0.5042729099315653,0.7919028340080971,0.8120327497266957,0.863283263739607
Star (last year's winner),,COMBINED,1000.0,3,dp_quantile,32,dp_quantile32/star,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32",ee9658b5e9d7d357,0.9710568884438672,0.126599978670964,0.0206562770101962,0.999890100583682,0.50090900884938,0.7845749322171592,0.8098984678236276,0.8607976143114566
Star (last year's winner),,COMBINED,1000.0,1,dp_uniform,16,dp_uniform16/star,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,0.9037658074804304,0.1505647022374681,0.0506273194915392,0.9999397841412012,0.5175981304974308,0.6201282441318949,,0.6234199326684876
Star (last year's winner),,COMBINED,1000.0,3,dp_uniform,16,dp_uniform16/star,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",dac09e5c6efa02dd,0.9017263339944296,0.1503227065616966,0.0510779107496656,0.9999425509652116,0.5012443291421083,0.6139039238826278,,0.6172511090977778
Star (last year's winner),,COMBINED,1000.0,2,dp_uniform,16,dp_uniform16/star,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000.0,n_bins=16",677cfd7bcb5c51ea,0.9002619842589059,0.1505183002796663,0.0508319276248725,0.9999550891703674,0.5043725364990957,,,
Star (last year's winner),,COMBINED,1000.0,1,quantile,16,quantile16/star,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16",05ee48e3d0c71594,0.9471665269608566,0.1253549273655332,0.1272372000339915,0.9990701020535636,0.5166342936041749,0.6814286717237736,,0.7159449312476389
Star (last year's winner),,COMBINED,1000.0,2,quantile,16,quantile16/star,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16",472dbfbb96333918,0.9491055225656964,0.1251207063809239,0.1261276183163787,0.9993232564384013,0.5038994774619965,0.6768197728647987,,0.7083114634072954
Star (last year's winner),,COMBINED,1000.0,3,quantile,16,quantile16/star,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16",6a0f45c2e4461199,0.9685373080003826,0.1247481372871014,0.1261502443413227,0.9991713490505236,0.5016976634561058,0.6758850215801843,,0.7068772420156662
Star (last year's winner),,COMBINED,1000.0,1,uniform,48,uniform48/star,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48",bd496438e1c70df8,0.8176112052171407,0.1662561020782031,1.053792985592671,0.999999749044361,0.5074114811261146,0.5626303419732078,,0.5626303419732078
Star (last year's winner),,COMBINED,1000.0,2,uniform,48,uniform48/star,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48",95bd792c4792662f,0.8077008987147087,0.1662295231440417,1.0624744121331278,0.9999987456571136,0.5012907992524664,0.5599437678232932,,0.5599437678232932
Star (last year's winner),,COMBINED,1000.0,3,uniform,48,uniform48/star,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48",59b4520b97775221,0.8336535626962625,0.1661088256969589,1.062519069580922,0.9999942280203014,0.5022095033047269,0.5514925597675826,,0.5514925597675826
Star + DP gene tree,,BRCA,10.0,1,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree",7b8bcef49d7aaa7a,0.6129255856061592,0.1550334075452672,0.4453058963527775,1.0,0.5287395064199119,0.5902316224101792,,0.6850872665606337
Star + DP gene tree,,BRCA,10.0,2,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree",8785ccc3ecd4fe14,0.7122996788667718,0.1559530227419068,0.4296443907003142,1.0,0.5106331433868062,0.5770389407935622,,0.6715048610160208
Star + DP gene tree,,BRCA,10.0,3,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree",e9980e08d21ef88b,0.6292971695623882,0.148466927800586,0.4379678605383351,1.0,0.5255163842045946,0.584117169972298,,0.7123942742181822
Star + DP gene tree,,BRCA,10.0,1,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree",ed0f6bee05366035,0.5587880306086609,0.1575435446208583,0.4463264682231428,1.0,0.5279073931682449,0.5777867894121489,,0.6166169856434132
Star + DP gene tree,,BRCA,10.0,2,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree",bff85a86bf4655a9,0.6719589723864825,0.1620284151917945,0.4305531836387081,1.0,0.5081104709339681,0.569555188068128,,0.6862564383446212
Star + DP gene tree,,BRCA,10.0,3,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree",80254b6f6548d0a6,0.6104563860251061,0.1531281545338242,0.4409226387034212,1.0,0.5093428411927658,0.5640305880618082,,0.6940614499836737
Star + DP gene tree,,BRCA,10.0,1,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree",169fa8eebfb9247f,0.5983269187170316,0.1627249961929828,0.462375832439352,1.0,0.5268435521756074,0.571861932398698,,0.6356818588778058
Star + DP gene tree,,BRCA,10.0,2,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree",8dffb2748cd0defe,0.6519950100075114,0.1649389241281264,0.437194951241115,1.0,0.5201761130831376,0.5681542885431698,,0.6726424335626033
Star + DP gene tree,,BRCA,10.0,3,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree",a2db74b7324c63c9,0.6051298921370679,0.1528140649799825,0.4547457383720892,1.0,0.5122183717966273,0.54588735925173,,0.6791044776119403
Star + DP gene tree,,BRCA,10.0,1,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree",6f9ea4c2697a3cfe,0.5652431416521441,0.1589386163856573,0.4256204365314507,1.0,0.5256375146146474,0.7372470744372703,,0.6804263790433858
Star + DP gene tree,,BRCA,10.0,2,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree",ca5cbb0aced7e23d,0.6672156597147061,0.1612189448004191,0.4199781488752963,1.0,0.5130399519691591,0.7262663394390082,,0.6843341514024794
Star + DP gene tree,,BRCA,10.0,3,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree",b293f53407dffd89,0.6246997286736925,0.153635208594085,0.4108704502265037,1.0,0.499989466920865,0.7657548531162115,,0.6847870738052855
Star + DP gene tree,,BRCA,10.0,1,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree",eb305b0e1d66e656,0.5823909428667586,0.1663064730737527,0.1873282845051771,0.9997350015595352,0.5204973719967558,0.7184929270373608,,0.8093512676560739
Star + DP gene tree,,BRCA,10.0,2,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree",76b6381fafdf3ba6,0.5982826835340661,0.1677900019528677,0.1863853544249005,0.9999011431599047,0.5113651923866904,0.6993911880259956,,0.7749712973593572
Star + DP gene tree,,BRCA,10.0,3,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree",9f7eed54e1cea8e2,0.5821839346773408,0.1646011268242132,0.1899802862364488,0.9999881502547696,0.5005951189711288,0.7431403322133159,,0.67008816187236
Star + DP gene tree,,BRCA,10.0,1,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree",4780118835a19dae,0.4675983199918211,0.1692531309802995,2.497268965233173,0.9999723505944624,0.5237889592264506,0.6096440872560276,,0.593254616121931
Star + DP gene tree,,BRCA,10.0,2,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree",88f5c24a70818eca,0.5626611651873147,0.170945418113893,2.4880223934312973,0.9999921001698464,0.5063356470997166,0.5896628361368879,,0.5845226935189964
Star + DP gene tree,,BRCA,10.0,3,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree",103c67b9b55bfab9,0.4215278719242934,0.1671786168819513,2.467495643072527,1.0,0.4962133580509591,0.59281222679826,,0.5642201834862385
Star + DP gene tree,,BRCA,1000.0,1,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree",e1dfc02f9cd70976,0.7328811231250157,0.1241724398183314,0.1025191448390208,0.9934142384904242,0.5365076522819916,0.8596625201445138,0.879649037803221,0.9495149517058322
Star + DP gene tree,,BRCA,1000.0,2,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree",fb969386b19f585f,0.9496468735559048,0.12448039151005,0.0924811840092338,0.9926822647451012,0.5253531214780016,0.8232180663373325,0.8592095977417078,0.9282644645509224
Star + DP gene tree,,BRCA,1000.0,3,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree",80842f7172522a27,0.8945730961582533,0.1227628687738138,0.1011744350723837,0.9892149611886794,0.4937538840729311,0.8260409315455187,0.8525263590305354,0.9072351720578476
Star + DP gene tree,,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",5b15d5b179fac198,0.8210553366121673,0.1309961502917767,0.0589037057396801,0.992213450686672,0.5384246726845658,0.9268372323281264,0.9423787905918538,0.9978565183960229
Star + DP gene tree,,BRCA,1000.0,2,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",cf1128469f25b745,0.9046065993727004,0.1331225467822623,0.0549465392032781,0.9947419139109198,0.5279969243408925,0.9182738389913524,0.9399667154699332,0.9987939624390398
Star + DP gene tree,,BRCA,1000.0,3,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",486ea651609198d8,0.8727496354170621,0.129157014774303,0.0591948924958115,0.9935270970984468,0.4955866398424251,0.9094523852157702,,0.9964134865545244
Star + DP gene tree,,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree",4b5d6bcdc2d3d453,0.7634838605259814,0.1382021819300339,0.0535783587910477,0.993788118383041,0.5326156795416004,0.9569197063377536,0.9751945986370196,1.0
Star + DP gene tree,,BRCA,1000.0,2,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree",8c1fddc79f0109ee,0.8889552230809116,0.1404611447126466,0.0507048354621936,0.9963723162710624,0.5183538903927786,0.9678425094007732,0.9761636419174418,1.0
Star + DP gene tree,,BRCA,1000.0,3,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree",479592780561710b,0.8496032163595025,0.1368739759902363,0.0524330842464568,0.9957267775639376,0.4978459853168877,0.9547498920359389,,0.999989466920865
Star + DP gene tree,,BRCA,1000.0,1,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",ccb32a00c65dcd66,0.6726945012168924,0.1495764536926972,0.0765792514587488,0.9955198564954992,0.5290976311105026,0.856802789159355,,0.8932314433478339
Star + DP gene tree,,BRCA,1000.0,2,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",fee40948a6cdea2f,0.8641770204532634,0.1521901308096834,0.0685510033998675,0.9954254262843696,0.5206869674211863,0.85450657790792,,0.888375693866588
Star + DP gene tree,,BRCA,1000.0,3,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",7d4a7b2477490184,0.7543905469533081,0.1480436711434196,0.0744010989427125,0.9960787149972828,0.4960711614826362,0.8592938623747881,,0.8964598321027185
Star + DP gene tree,,BRCA,1000.0,1,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree",ed51420774672f11,0.7501475683399698,0.1302123836295367,0.1087002103707087,0.9843432857572872,0.5370711720157153,0.9372965799092048,,0.9983989719714764
Star + DP gene tree,,BRCA,1000.0,2,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree",4463081e39fc3ce6,0.8626700303962413,0.1326454796837968,0.1066421073311824,0.9864875720689248,0.519686324903359,0.9197590031493906,,0.997972382266508
Star + DP gene tree,,BRCA,1000.0,3,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree",e78df750f1608681,0.7963298524326203,0.1293010633364166,0.1066232838151093,0.9844976048532198,0.4964766850293346,0.9169150717829344,,0.9962133580509592
Star + DP gene tree,,BRCA,1000.0,1,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree",41cc1e08a69e786b,0.6242855478745247,0.1569220799961412,1.0254651527624523,0.9998656892669912,0.5285025121393737,0.6312000337058532,,0.6145103698164085
Star + DP gene tree,,BRCA,1000.0,2,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree",b349d5bdbacd6160,0.7291400806155778,0.1593444139158567,1.037858043331191,0.9996714215471952,0.5141301256596341,0.6138836516078745,,0.5963566079271954
Star + DP gene tree,,BRCA,1000.0,3,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree",03aef10fedde84ff,0.6932535155468148,0.1554798285408673,1.024770152406037,0.9999009933355398,0.4964977511876046,0.6284877658285847,,0.6079271953570187
Star + DP gene tree,,COMBINED,10.0,1,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree",ca4e8b68e67ef49a,0.8746668249451812,0.1189272274388928,0.1164390239646878,1.0,0.5134255157680774,0.561336533864675,,0.6346021790804268
Star + DP gene tree,,COMBINED,10.0,2,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree",20f9a06464598042,0.90006131039185,0.1259211895558945,0.1092576611251593,0.9999989966127526,0.5058197962670126,0.5445989362022219,,0.6212813046399904
Star + DP gene tree,,COMBINED,10.0,3,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree",70f4b7399f12ad04,0.8948944771770994,0.1192995501067789,0.1168302748755206,1.0,0.496351260543533,0.550502311804411,,0.6227676795367699
Star + DP gene tree,,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree",9951aed097bfd9eb,0.8405596946662816,0.1348184519550805,0.1079746634210838,0.9999989961774436,0.5169629275500891,0.5816937853749536,,0.6786675448068816
Star + DP gene tree,,COMBINED,10.0,2,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree",604d260e5d55ca23,0.8738066272203727,0.1350954082183302,0.1037172440947029,1.0,0.5020423446343738,0.5648776231374345,,0.6686243175747283
Star + DP gene tree,,COMBINED,10.0,3,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree",17b79377cf5d0b30,0.8798997282814855,0.1365624125781025,0.1074725844456555,1.0,0.5063781062259918,0.5732887131122605,,0.6651681449065083
Star + DP gene tree,,COMBINED,10.0,1,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree",00e66e8488db1fe7,0.8390004772454802,0.151820435262825,0.1166479270206768,1.0,0.5166289445267236,0.5736547906003336,,0.6367718986216097
Star + DP gene tree,,COMBINED,10.0,2,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree",ee103fb7a73f29b9,0.8024647068174228,0.1547851779054951,0.1098842639465063,0.9999994980887218,0.501332254602714,0.5683401478351281,,0.6927680472858446
Star + DP gene tree,,COMBINED,10.0,3,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree",b680bb7bf007d86c,0.8530500114510686,0.1516503072739197,0.1165917866950797,1.0,0.4974866022325712,0.5763627610600535,,0.6993644627353176
Star + DP gene tree,,COMBINED,10.0,1,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree",c0a77df798052c21,0.8137667541921904,0.1469512673311922,0.1207047660370153,1.0,0.5102444862712584,0.6096427150579873,,0.601335597776121
Star + DP gene tree,,COMBINED,10.0,2,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree",196d2e0d421ae4dc,0.8441040816743315,0.1447789400455231,0.115170089173581,1.0,0.5067822958909056,0.6113514109863365,,0.6281358130764885
Star + DP gene tree,,COMBINED,10.0,3,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree",58f82675f47f1550,0.8516104543208125,0.1423408136171625,0.1211237058938778,1.0,0.5084986811180909,0.6112681659685006,,0.6174493592808165
Star + DP gene tree,,COMBINED,10.0,1,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree",8a2720e9812d9dd9,0.8544273004434996,0.1479149513821774,0.1501133944513964,0.9994853957643474,0.51264087296944,0.5739814186422035,,0.5683261065068184
Star + DP gene tree,,COMBINED,10.0,2,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree",d53cf7e640f88e5b,0.8626390037119015,0.1484972337301188,0.1498430839200998,0.9995822696470832,0.4996242273090462,0.5781974946258488,,0.5713139005807093
Star + DP gene tree,,COMBINED,10.0,3,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree",9a1b0f9e291bdf9e,0.8555855782193522,0.1439476151494666,0.1491015962045258,0.9992687420392432,0.5029543623398203,0.5891550797848334,,0.6321268934898384
Star + DP gene tree,,COMBINED,10.0,1,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree",8edbe25b64e5ce02,0.7579070681527112,0.1698356268613104,0.8913998008094187,0.9999919711607858,0.515460171103615,0.5378928646649973,,0.5538314438831627
Star + DP gene tree,,COMBINED,10.0,2,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree",fe851c8d810b76f3,0.7607524488936663,0.1718704128644854,0.9570006556781064,0.999996489232907,0.5032034287586463,0.5357422012122347,,0.5465416542690653
Star + DP gene tree,,COMBINED,10.0,3,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree",26bb9c46b002a657,0.7773995326691753,0.1727006146407599,1.0375368743943034,0.9999979927901964,0.5054099232073068,0.5299404580816203,,0.53041853187883
Star + DP gene tree,,COMBINED,1000.0,1,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree",a82523b8bb169d04,0.905694452597852,0.1113757385425805,0.082448366058064,0.9989459171017598,0.521520675855936,0.6073519726394688,0.6223039813852105,0.6748733773072075
Star + DP gene tree,,COMBINED,1000.0,2,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree",70abdeb880384b22,0.9122156928104794,0.1110037650575162,0.0824314929691889,0.9987997255387197,0.5089610420002875,0.6037657505257141,0.6204304670078933,0.674513317531267
Star + DP gene tree,,COMBINED,1000.0,3,dp_quantile,8,dp_quantile8/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree",4a57d2510fe115c3,0.9347261313617932,0.1109489784143497,0.0826205458669944,0.9991931445368945,0.5061731696961389,0.594492456129207,0.6079062707903595,0.6618510482520219
Star + DP gene tree,,COMBINED,1000.0,1,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",845130acbff84810,0.922387079290838,0.1157568516064433,0.0381933613412632,0.9969442011154191,0.5196595312202249,0.682527238505334,0.7155173393688756,0.8120501342284122
Star + DP gene tree,,COMBINED,1000.0,2,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",5be9795a44145c80,0.9226242219509772,0.1158877129651141,0.0383661770782311,0.9965521679234493,0.5063801121300361,0.6790978112243704,0.7101498744638386,0.8089292818529205
Star + DP gene tree,,COMBINED,1000.0,3,dp_quantile,16,dp_quantile16/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",ff216777dc866f43,0.9364602437409234,0.115618008774525,0.0386891855524422,0.9976285636728076,0.5041067542132343,0.6730530193870625,0.6978292775067949,0.7971242022352458
Star + DP gene tree,,COMBINED,1000.0,1,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree",6ba9c6f08617de40,0.9307128367672798,0.1289980585895002,0.0286046865096505,0.9996410929523876,0.5158419615067014,0.7737858429978904,0.8164915400996934,0.9460635804718556
Star + DP gene tree,,COMBINED,1000.0,2,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree",05c7e1902578d100,0.9419975254824634,0.1288936250132276,0.02865906473431,0.9995293023361148,0.5054229615835943,0.7742973485291709,0.8117034471461,0.94153491777465
Star + DP gene tree,,COMBINED,1000.0,3,dp_quantile,32,dp_quantile32/tree,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree",b3a6fc5255101d13,0.9464118515822088,0.1290628596845807,0.0286382336034032,0.9996515986998176,0.5022352457399614,0.7639993714833995,0.7999789380075355,0.9307866152709474
Star + DP gene tree,,COMBINED,1000.0,1,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",a777e6605eadd082,0.8439886842646133,0.1416798966701092,0.0359272918477404,0.9996224567210916,0.5140032161328176,0.6451218085230863,,0.6856965668952283
Star + DP gene tree,,COMBINED,1000.0,2,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",161dd0d9111569e1,0.864913955235621,0.1419292222164306,0.036145876165871,0.999483126933834,0.507460960092539,0.6390599665014024,,0.6800807042060465
Star + DP gene tree,,COMBINED,1000.0,3,dp_uniform,16,dp_uniform16/tree,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",530d392e9aedef39,0.8500233717029904,0.1423678125809866,0.0360372940612547,0.9997175606374292,0.4984591313766854,0.636547237368655,,0.6784178097533741
Star + DP gene tree,,COMBINED,1000.0,2,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree",32d45d95f43ef09e,0.9313280671705814,0.1174650110593208,0.1313885323886358,0.998932403804442,0.5037647475736919,0.6728507573959355,,0.7973428457760676
Star + DP gene tree,,COMBINED,1000.0,3,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree",89a520c8a4b9f0e9,0.9311840440778584,0.1178880543997353,0.1320077850534887,0.9984417435227344,0.5046058900029086,0.6607009965999926,,0.7866764510208379
Star + DP gene tree,,COMBINED,1000.0,1,quantile,16,quantile16/tree,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000.0,n_bins=16,structure=tree",2323f494be61f7d2,0.9240443205935268,0.117316051184198,0.1323978013112612,0.9988039430299755,0.5191329814086127,0.6698676437648146,,
Star + DP gene tree,,COMBINED,1000.0,1,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree",ab46de8993452508,0.7906884152480503,0.1594113084891301,0.620149833278059,0.9999801751574768,0.5160967113203194,0.5513076822781722,,0.5591915538067045
Star + DP gene tree,,COMBINED,1000.0,2,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree",18ffdcbae1b29017,0.7808276759812386,0.1589416692133978,0.61367424901156,0.9999824350641554,0.5043895866834716,0.5472296793562386,,0.5527091405704123
Star + DP gene tree,,COMBINED,1000.0,3,uniform,48,uniform48/tree,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree",ebc7ec90ea0857ea,0.8215927689797565,0.1592215382013352,0.6124108752415155,0.9999894598631588,0.5015993741579382,0.5515875058923432,,0.556801853455337
